text,emotion,polarity,label_idx,clean_text
" Sinking in despair, each day darker than the last. ", Despair         ,Negative,0,sinking in despair each day darker than the last
Inspiration strikes while observing the colors of a vibrant sunset., Inspiration   ,Positive,2,inspiration strikes while observing the colors of a vibrant sunset
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ", Awe ,Positive,2,at the golf tournament the golfer s precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill
 Excited about the upcoming weekend getaway!        , Positive  ,Positive,2,excited about the upcoming weekend getaway
"Lost in the pages of a captivating novel, transported to another world. ", Immersion ,Neutral,1,lost in the pages of a captivating novel transported to another world
" Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,Neutral,1,fueled by curiosity venturing into uncharted realms a fearless explorer of the mysteries of the world
" Embracing the beauty of nature, a moment of contentment. ", Contentment   ,Positive,2,embracing the beauty of nature a moment of contentment
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral ,Neutral,1,attending a school club meeting to explore new interests dabbling in extracurricular activities
Calmness found in the rhythm of raindrops on the windowpane.   , Calmness      ,Neutral,1,calmness found in the rhythm of raindrops on the windowpane
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,Positive,2,convinced the teacher to have class outdoors learning equations with a side of fresh air
Riding the adrenaline rush on a rollercoaster's wild twists.      , Adrenaline     ,Neutral,1,riding the adrenaline rush on a rollercoaster s wild twists
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", Frustrated ,Neutral,1,frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand
Enveloped in serenity while practicing mindfulness by the lake.    , Mindfulness   ,Neutral,1,enveloped in serenity while practicing mindfulness by the lake
" Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,Neutral,1,compassionate clouds heavy with care showering empathy on the parched grounds of human suffering
Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad ,Neutral,1,got a flat tire on the way to an important meeting talk about a series of bad events
 Feeling a sense of fulfillment after helping others. , Fulfillment   ,Neutral,1,feeling a sense of fulfillment after helping others
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,Neutral,1,envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach
 A bitter experience turned into a valuable lesson.      , Bitter       ,Neutral,1,a bitter experience turned into a valuable lesson
" Resentment festers, poisoning relationships.       ", Resentment      ,Neutral,1,resentment festers poisoning relationships
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,Neutral,1,haunted by the specter of lost possibilities a ghost that refuses to fade away
 Confusion surrounds me as I navigate through life's choices. , Confusion ,Negative,0,confusion surrounds me as i navigate through life s choices
" Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,Neutral,1,melancholy painting the world in hues of nostalgia a canvas of bittersweet memories
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,Neutral,1,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,Negative,0,tears the currency of grief spent in the marketplace of lost love and longing
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ", Happy ,Positive,2,attending a surprise birthday party organized by friends surrounded by love laughter and good company
Giggles and joy echo in the air during a children's playdate.      , PlayfulJoy    ,Neutral,1,giggles and joy echo in the air during a children s playdate
 Just adopted a cute furry friend! 🐾              , Positive  ,Positive,2,just adopted a cute furry friend
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,Neutral,1,bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart
Optimism for a bright future amidst challenging times.           , Optimism      ,Neutral,1,optimism for a bright future amidst challenging times
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,Positive,2,relishing a peaceful afternoon with a classic novel quiet moments are the best moments
 Excitement for a weekend road trip to explore new places. , Excitement ,Positive,2,excitement for a weekend road trip to explore new places
Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,Positive,2,heartfelt gratitude for the laughter shared during a family reunion
"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ", Envisioning History ,Neutral,1,wandering through a historical museum the history enthusiast becomes immersed in the tales of the past envisioning bygone eras
 Finding acceptance in the midst of life's challenges.   , Acceptance   ,Neutral,1,finding acceptance in the midst of life s challenges
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ", Joy ,Positive,2,visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ", Disgust ,Negative,0,entered the kitchen with the intention to cook left with a bag of chips cooking is overrated anyway
 New painting in progress! 🎨                       , Positive  ,Positive,2,new painting in progress
 Kindness witnessed today restored my faith in humanity. , Kind         ,Neutral,1,kindness witnessed today restored my faith in humanity
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,Neutral,1,confident strides in the dance of life a ballroom where self assuredness leads twirling through challenges with grace
Feeling empowered after conquering a challenging hiking trail.     , Empowerment   ,Neutral,1,feeling empowered after conquering a challenging hiking trail
Satisfaction derived from successfully completing a DIY project.  , Satisfaction  ,Neutral,1,satisfaction derived from successfully completing a diy project
Feeling blessed for the supportive community in times of need.    , Blessed       ,Neutral,1,feeling blessed for the supportive community in times of need
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,Negative,0,wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing
" Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,Neutral,1,determination as the driving force propelling me forward on the path to extraordinary achievements
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ", Admiration ,Positive,2,witnessing a record breaking marathon spectators are filled with awe and admiration for the endurance and dedication of the runners
" Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,Neutral,1,exploring new horizons with the spark of curiosity an adventurer in the vast landscape of knowledge
